"","Time","Well","OD590","Strain","Arsenic","Concentration"
"690","181989","A03","1.032","A2712","V",0
"691","183006","A03","1.032","A2712","V",0
"692","184023","A03","1.034","A2712","V",0
"693","185039","A03","1.031","A2712","V",0
"694","186056","A03","1.036","A2712","V",0
"695","187073","A03","1.039","A2712","V",0
"696","188090","A03","1.041","A2712","V",0
"697","189107","A03","1.040","A2712","V",0
"698","190124","A03","1.041","A2712","V",0
"699","191141","A03","1.042","A2712","V",0
"700","192158","A03","1.042","A2712","V",0
"701","193174","A03","1.048","A2712","V",0
"702","194191","A03","1.047","A2712","V",0
"703","195207","A03","1.048","A2712","V",0
"704","196224","A03","1.051","A2712","V",0
"705","197240","A03","1.054","A2712","V",0
"706","198257","A03","1.055","A2712","V",0
"707","199274","A03","1.050","A2712","V",0
"708","200291","A03","1.056","A2712","V",0
"709","201308","A03","1.051","A2712","V",0
"710","202324","A03","1.056","A2712","V",0
"711","203341","A03","1.059","A2712","V",0
"712","204358","A03","1.056","A2712","V",0
"713","205374","A03","1.061","A2712","V",0
"714","206391","A03","1.062","A2712","V",0
"715","207408","A03","1.062","A2712","V",0
"716","208425","A03","1.062","A2712","V",0
"717","209442","A03","1.066","A2712","V",0
"718","210459","A03","1.065","A2712","V",0
"719","211476","A03","1.066","A2712","V",0
"720","212493","A03","1.068","A2712","V",0
"721","213510","A03","1.066","A2712","V",0
"722","214527","A03","1.069","A2712","V",0
"723","215544","A03","1.072","A2712","V",0
"724","216561","A03","1.073","A2712","V",0
"725","217577","A03","1.070","A2712","V",0
"726","218594","A03","1.074","A2712","V",0
"727","219611","A03","1.072","A2712","V",0
"728","220628","A03","1.075","A2712","V",0
"729","221644","A03","1.078","A2712","V",0
"730","222661","A03","1.077","A2712","V",0
"731","223678","A03","1.072","A2712","V",0
"732","224695","A03","1.076","A2712","V",0
"733","225712","A03","1.078","A2712","V",0
"734","226728","A03","1.081","A2712","V",0
"735","227745","A03","1.082","A2712","V",0
"736","228761","A03","1.078","A2712","V",0
"737","229779","A03","1.074","A2712","V",0
"738","230795","A03","1.083","A2712","V",0
"739","231812","A03","1.086","A2712","V",0
"740","232830","A03","1.082","A2712","V",0
"741","233847","A03","1.086","A2712","V",0
"742","234863","A03","1.088","A2712","V",0
"743","235880","A03","1.081","A2712","V",0
"744","236897","A03","1.086","A2712","V",0
"745","237914","A03","1.088","A2712","V",0
"746","238931","A03","1.089","A2712","V",0
"747","239948","A03","1.094","A2712","V",0
"748","240965","A03","1.094","A2712","V",0
"749","241981","A03","1.092","A2712","V",0
"750","242998","A03","1.093","A2712","V",0
"751","244014","A03","1.098","A2712","V",0
"752","245031","A03","1.089","A2712","V",0
"753","246048","A03","1.100","A2712","V",0
"754","247065","A03","1.100","A2712","V",0
"755","248081","A03","1.100","A2712","V",0
"756","249098","A03","1.099","A2712","V",0
"757","250115","A03","1.099","A2712","V",0
"758","251131","A03","1.101","A2712","V",0
"759","252148","A03","1.099","A2712","V",0
"760","253165","A03","1.106","A2712","V",0
"761","254182","A03","1.102","A2712","V",0
"762","255198","A03","1.106","A2712","V",0
"763","256215","A03","1.106","A2712","V",0
"764","257231","A03","1.107","A2712","V",0
"765","258248","A03","1.104","A2712","V",0
"766","0","A04","0.004","A2712","V",0
"767","1017","A04","0.005","A2712","V",0
"768","2034","A04","0.004","A2712","V",0
"769","3050","A04","0.008","A2712","V",0
"770","4067","A04","0.009","A2712","V",0
"771","5083","A04","0.012","A2712","V",0
"772","6099","A04","0.017","A2712","V",0
"773","7116","A04","0.021","A2712","V",0
"774","8133","A04","0.028","A2712","V",0
"775","9150","A04","0.038","A2712","V",0
"776","10166","A04","0.047","A2712","V",0
"777","11183","A04","0.061","A2712","V",0
"778","12200","A04","0.077","A2712","V",0
"779","13216","A04","0.096","A2712","V",0
"780","14232","A04","0.124","A2712","V",0
"781","15249","A04","0.160","A2712","V",0
"782","16265","A04","0.199","A2712","V",0
"783","17282","A04","0.225","A2712","V",0
"784","18299","A04","0.244","A2712","V",0
"785","19315","A04","0.256","A2712","V",0
"786","20332","A04","0.267","A2712","V",0
"787","21348","A04","0.290","A2712","V",0
"788","22365","A04","0.307","A2712","V",0
"789","23382","A04","0.320","A2712","V",0
"790","24399","A04","0.342","A2712","V",0
"791","25415","A04","0.358","A2712","V",0
"792","26432","A04","0.374","A2712","V",0
"793","27449","A04","0.389","A2712","V",0
"794","28465","A04","0.411","A2712","V",0
"795","29482","A04","0.426","A2712","V",0
"796","30498","A04","0.438","A2712","V",0
"797","31515","A04","0.452","A2712","V",0
"798","32532","A04","0.469","A2712","V",0
"799","33548","A04","0.475","A2712","V",0
"800","34564","A04","0.491","A2712","V",0
"801","35581","A04","0.506","A2712","V",0
"802","36597","A04","0.520","A2712","V",0
"803","37614","A04","0.526","A2712","V",0
"804","38631","A04","0.538","A2712","V",0
"805","39647","A04","0.554","A2712","V",0
"806","40664","A04","0.560","A2712","V",0
"807","41681","A04","0.576","A2712","V",0
"808","42698","A04","0.594","A2712","V",0
"809","43714","A04","0.583","A2712","V",0
"810","44731","A04","0.582","A2712","V",0
"811","45747","A04","0.598","A2712","V",0
"812","46764","A04","0.619","A2712","V",0
"813","47780","A04","0.638","A2712","V",0
"814","48798","A04","0.641","A2712","V",0
"815","49814","A04","0.641","A2712","V",0
"816","50831","A04","0.659","A2712","V",0
"817","51848","A04","0.671","A2712","V",0
"818","52864","A04","0.675","A2712","V",0
"819","53881","A04","0.683","A2712","V",0
"820","54898","A04","0.697","A2712","V",0
"821","55915","A04","0.706","A2712","V",0
"822","56931","A04","0.713","A2712","V",0
"823","57948","A04","0.710","A2712","V",0
"824","58964","A04","0.727","A2712","V",0
"825","59981","A04","0.719","A2712","V",0
"826","60998","A04","0.717","A2712","V",0
"827","62014","A04","0.741","A2712","V",0
"828","63031","A04","0.744","A2712","V",0
"829","64047","A04","0.755","A2712","V",0
"830","65064","A04","0.757","A2712","V",0
"831","66080","A04","0.769","A2712","V",0
"832","67097","A04","0.764","A2712","V",0
"833","68114","A04","0.779","A2712","V",0
"834","69131","A04","0.785","A2712","V",0
"835","70148","A04","0.793","A2712","V",0
"836","71165","A04","0.801","A2712","V",0
"837","72182","A04","0.802","A2712","V",0
"838","73199","A04","0.797","A2712","V",0
"839","74215","A04","0.803","A2712","V",0
"840","75232","A04","0.815","A2712","V",0
"841","76248","A04","0.819","A2712","V",0
"842","77265","A04","0.818","A2712","V",0
"843","78282","A04","0.824","A2712","V",0
"844","79299","A04","0.825","A2712","V",0
"845","80316","A04","0.828","A2712","V",0
"846","81332","A04","0.831","A2712","V",0
"847","82349","A04","0.837","A2712","V",0
"848","83366","A04","0.831","A2712","V",0
"849","84382","A04","0.841","A2712","V",0
"850","85399","A04","0.840","A2712","V",0
"851","86416","A04","0.850","A2712","V",0
"852","87433","A04","0.852","A2712","V",0
"853","88450","A04","0.859","A2712","V",0
"854","89466","A04","0.854","A2712","V",0
"855","90483","A04","0.856","A2712","V",0
"856","91500","A04","0.864","A2712","V",0
"857","92516","A04","0.859","A2712","V",0
"858","93533","A04","0.861","A2712","V",0
"859","94550","A04","0.870","A2712","V",0
"860","95566","A04","0.872","A2712","V",0
"861","96583","A04","0.870","A2712","V",0
"862","97600","A04","0.866","A2712","V",0
"863","98616","A04","0.871","A2712","V",0
"864","99633","A04","0.874","A2712","V",0
"865","100650","A04","0.878","A2712","V",0
"866","101666","A04","0.884","A2712","V",0
"867","102683","A04","0.877","A2712","V",0
"868","103699","A04","0.882","A2712","V",0
"869","104716","A04","0.882","A2712","V",0
"870","105733","A04","0.890","A2712","V",0
"871","106749","A04","0.894","A2712","V",0
"872","107766","A04","0.897","A2712","V",0
"873","108783","A04","0.904","A2712","V",0
"874","109799","A04","0.903","A2712","V",0
"875","110816","A04","0.903","A2712","V",0
"876","111832","A04","0.901","A2712","V",0
"877","112849","A04","0.908","A2712","V",0
"878","113866","A04","0.898","A2712","V",0
"879","114882","A04","0.904","A2712","V",0
"880","115899","A04","0.910","A2712","V",0
"881","116916","A04","0.917","A2712","V",0
"882","117933","A04","0.914","A2712","V",0
"883","118949","A04","0.918","A2712","V",0
"884","119966","A04","0.921","A2712","V",0
"885","120982","A04","0.920","A2712","V",0
"886","121999","A04","0.921","A2712","V",0
"887","123015","A04","0.919","A2712","V",0
"888","124032","A04","0.926","A2712","V",0
"889","125049","A04","0.931","A2712","V",0
"890","126066","A04","0.923","A2712","V",0
"891","127082","A04","0.936","A2712","V",0
"892","128099","A04","0.931","A2712","V",0
"893","129116","A04","0.931","A2712","V",0
"894","130133","A04","0.934","A2712","V",0
"895","131150","A04","0.937","A2712","V",0
"896","132167","A04","0.942","A2712","V",0
"897","133184","A04","0.940","A2712","V",0
"898","134201","A04","0.941","A2712","V",0
"899","135217","A04","0.949","A2712","V",0
"900","136234","A04","0.943","A2712","V",0
"901","137250","A04","0.947","A2712","V",0
"902","138267","A04","0.953","A2712","V",0
"903","139284","A04","0.951","A2712","V",0
"904","140300","A04","0.958","A2712","V",0
"905","141317","A04","0.962","A2712","V",0
"906","142333","A04","0.961","A2712","V",0
"907","143350","A04","0.961","A2712","V",0
"908","144368","A04","0.963","A2712","V",0
"909","145385","A04","0.966","A2712","V",0
"910","146402","A04","0.962","A2712","V",0
"911","147418","A04","0.960","A2712","V",0
"912","148435","A04","0.965","A2712","V",0
"913","149451","A04","0.965","A2712","V",0
"914","150468","A04","0.969","A2712","V",0
"915","151484","A04","0.974","A2712","V",0
"916","152501","A04","0.980","A2712","V",0
"917","153518","A04","0.971","A2712","V",0
"918","154534","A04","0.977","A2712","V",0
"919","155551","A04","0.980","A2712","V",0
"920","156568","A04","0.981","A2712","V",0
"921","157585","A04","0.984","A2712","V",0
"922","158601","A04","0.987","A2712","V",0
"923","159617","A04","0.986","A2712","V",0
"924","160635","A04","0.987","A2712","V",0
"925","161652","A04","0.986","A2712","V",0
"926","162668","A04","0.989","A2712","V",0
"927","163685","A04","0.987","A2712","V",0
"928","164701","A04","0.995","A2712","V",0
"929","165719","A04","0.991","A2712","V",0
"930","166735","A04","0.989","A2712","V",0
"931","167753","A04","0.994","A2712","V",0
"932","168770","A04","0.998","A2712","V",0
"933","169786","A04","0.999","A2712","V",0
"934","170802","A04","1.001","A2712","V",0
"935","171820","A04","1.001","A2712","V",0
"936","172837","A04","0.997","A2712","V",0
"937","173853","A04","0.998","A2712","V",0
"938","174870","A04","1.005","A2712","V",0
"939","175887","A04","1.007","A2712","V",0
"940","176904","A04","1.007","A2712","V",0
"941","177921","A04","1.012","A2712","V",0
"942","178938","A04","1.009","A2712","V",0
"943","179955","A04","1.012","A2712","V",0
"944","180972","A04","1.012","A2712","V",0
"945","181989","A04","1.016","A2712","V",0
"946","183006","A04","1.017","A2712","V",0
"947","184023","A04","1.019","A2712","V",0
"948","185039","A04","1.012","A2712","V",0
"949","186056","A04","1.022","A2712","V",0
"950","187073","A04","1.023","A2712","V",0
"951","188090","A04","1.027","A2712","V",0
"952","189107","A04","1.023","A2712","V",0
"953","190124","A04","1.028","A2712","V",0
"954","191141","A04","1.026","A2712","V",0
"955","192158","A04","1.029","A2712","V",0
"956","193174","A04","1.032","A2712","V",0
"957","194191","A04","1.033","A2712","V",0
"958","195207","A04","1.033","A2712","V",0
"959","196224","A04","1.036","A2712","V",0
"960","197240","A04","1.040","A2712","V",0
"961","198257","A04","1.040","A2712","V",0
"962","199274","A04","1.038","A2712","V",0
"963","200291","A04","1.041","A2712","V",0
"964","201308","A04","1.036","A2712","V",0
"965","202324","A04","1.042","A2712","V",0
"966","203341","A04","1.045","A2712","V",0
"967","204358","A04","1.040","A2712","V",0
"968","205374","A04","1.046","A2712","V",0
"969","206391","A04","1.048","A2712","V",0
"970","207408","A04","1.048","A2712","V",0
"971","208425","A04","1.048","A2712","V",0
"972","209442","A04","1.050","A2712","V",0
"973","210459","A04","1.050","A2712","V",0
"974","211476","A04","1.049","A2712","V",0
"975","212493","A04","1.055","A2712","V",0
"976","213510","A04","1.050","A2712","V",0
"977","214527","A04","1.053","A2712","V",0
"978","215544","A04","1.059","A2712","V",0
"979","216561","A04","1.058","A2712","V",0
"980","217577","A04","1.054","A2712","V",0
"981","218594","A04","1.058","A2712","V",0
"982","219611","A04","1.058","A2712","V",0
"983","220628","A04","1.059","A2712","V",0
"984","221644","A04","1.061","A2712","V",0
"985","222661","A04","1.065","A2712","V",0
"986","223678","A04","1.060","A2712","V",0
"987","224695","A04","1.064","A2712","V",0
"988","225712","A04","1.066","A2712","V",0
"989","226728","A04","1.069","A2712","V",0
"990","227745","A04","1.071","A2712","V",0
"991","228761","A04","1.066","A2712","V",0
"992","229779","A04","1.063","A2712","V",0
"993","230795","A04","1.073","A2712","V",0
"994","231812","A04","1.076","A2712","V",0
"995","232830","A04","1.073","A2712","V",0
"996","233847","A04","1.073","A2712","V",0
"997","234863","A04","1.078","A2712","V",0
"998","235880","A04","1.072","A2712","V",0
"999","236897","A04","1.073","A2712","V",0
"1000","237914","A04","1.078","A2712","V",0
"1001","238931","A04","1.080","A2712","V",0
"1002","239948","A04","1.084","A2712","V",0
"1003","240965","A04","1.085","A2712","V",0
"1004","241981","A04","1.084","A2712","V",0
"1005","242998","A04","1.085","A2712","V",0
"1006","244014","A04","1.088","A2712","V",0
"1007","245031","A04","1.080","A2712","V",0
"1008","246048","A04","1.086","A2712","V",0
"1009","247065","A04","1.090","A2712","V",0
"1010","248081","A04","1.090","A2712","V",0
"1011","249098","A04","1.089","A2712","V",0
"1012","250115","A04","1.088","A2712","V",0
"1013","251131","A04","1.089","A2712","V",0
"1014","252148","A04","1.091","A2712","V",0
"1015","253165","A04","1.097","A2712","V",0
"1016","254182","A04","1.090","A2712","V",0
"1017","255198","A04","1.098","A2712","V",0
"1018","256215","A04","1.098","A2712","V",0
"1019","257231","A04","1.099","A2712","V",0
"1020","258248","A04","1.094","A2712","V",0
"1021","0","A05","0.004","A2731","V",0
"1022","1017","A05","0.027","A2731","V",0
"1023","2034","A05","0.038","A2731","V",0
"1024","3050","A05","0.064","A2731","V",0
"1025","4067","A05","0.082","A2731","V",0
"1026","5083","A05","0.112","A2731","V",0
"1027","6099","A05","0.147","A2731","V",0
"1028","7116","A05","0.176","A2731","V",0
"1029","8133","A05","0.217","A2731","V",0
"1030","9150","A05","0.266","A2731","V",0
"1031","10166","A05","0.307","A2731","V",0
"1032","11183","A05","0.362","A2731","V",0
"1033","12200","A05","0.429","A2731","V",0
"1034","13216","A05","0.480","A2731","V",0
"1035","14232","A05","0.526","A2731","V",0
"1036","15249","A05","0.652","A2731","V",0
"1037","16265","A05","0.694","A2731","V",0
"1038","17282","A05","0.716","A2731","V",0
"1039","18299","A05","0.708","A2731","V",0
"1040","19315","A05","0.716","A2731","V",0
"1041","20332","A05","0.722","A2731","V",0
"1042","21348","A05","0.731","A2731","V",0
"1043","22365","A05","0.747","A2731","V",0
"1044","23382","A05","0.749","A2731","V",0
"1045","24399","A05","0.749","A2731","V",0
"1046","25415","A05","0.757","A2731","V",0
"1047","26432","A05","0.765","A2731","V",0
"1048","27449","A05","0.769","A2731","V",0
"1049","28465","A05","0.783","A2731","V",0
"1050","29482","A05","0.785","A2731","V",0
"1051","30498","A05","0.794","A2731","V",0
"1052","31515","A05","0.791","A2731","V",0
"1053","32532","A05","0.797","A2731","V",0
"1054","33548","A05","0.800","A2731","V",0
"1055","34564","A05","0.793","A2731","V",0
"1056","35581","A05","0.799","A2731","V",0
"1057","36597","A05","0.799","A2731","V",0
"1058","37614","A05","0.801","A2731","V",0
"1059","38631","A05","0.796","A2731","V",0
"1060","39647","A05","0.801","A2731","V",0
"1061","40664","A05","0.805","A2731","V",0
"1062","41681","A05","0.801","A2731","V",0
"1063","42698","A05","0.809","A2731","V",0
"1064","43714","A05","0.812","A2731","V",0
"1065","44731","A05","0.816","A2731","V",0
"1066","45747","A05","0.810","A2731","V",0
"1067","46764","A05","0.809","A2731","V",0
"1068","47780","A05","0.810","A2731","V",0
"1069","48798","A05","0.814","A2731","V",0
"1070","49814","A05","0.822","A2731","V",0
"1071","50831","A05","0.816","A2731","V",0
"1072","51848","A05","0.819","A2731","V",0
"1073","52864","A05","0.820","A2731","V",0
"1074","53881","A05","0.820","A2731","V",0
"1075","54898","A05","0.827","A2731","V",0
"1076","55915","A05","0.833","A2731","V",0
"1077","56931","A05","0.823","A2731","V",0
"1078","57948","A05","0.838","A2731","V",0
"1079","58964","A05","0.834","A2731","V",0
"1080","59981","A05","0.837","A2731","V",0
"1081","60998","A05","0.841","A2731","V",0
"1082","62014","A05","0.839","A2731","V",0
"1083","63031","A05","0.834","A2731","V",0
"1084","64047","A05","0.839","A2731","V",0
"1085","65064","A05","0.839","A2731","V",0
"1086","66080","A05","0.843","A2731","V",0
"1087","67097","A05","0.845","A2731","V",0
"1088","68114","A05","0.839","A2731","V",0
"1089","69131","A05","0.839","A2731","V",0
"1090","70148","A05","0.842","A2731","V",0
"1091","71165","A05","0.851","A2731","V",0
"1092","72182","A05","0.851","A2731","V",0
"1093","73199","A05","0.855","A2731","V",0
"1094","74215","A05","0.862","A2731","V",0
