"","id","TestId","AddId","concentration","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"387","20160501_results","NEG","V",200,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","20160501_results","A2716","V",0,TRUE,"gompertz",FALSE,FALSE,100,1.17079876142175e-05,-9778.78943986666,0.76873161765781,177078.844683003,4.18156527055376e-07,1333.29394250215,0.00352756766847977,1.10201201272114e-05,1.23958551012236e-05,-11972.0579752827,-7585.52090445062,0.762928768843161,0.774534466472459,1.08884008211889e-05,1.2527574407246e-05,-12392.0455671709,-7165.53331256244,0.761817585027589,0.77564565028803,3.13637616602889e-05,3986.02044921345,0.829317632763932,176809.424574855,3.22507899599161e-05,6192.82321776506,0.828834470223742,176157.612238628,5.5108185505275e-06,3681.88261107881,0.000793133537681554,1048.99407284466,2.31854934442984e-05,4.13160864755339e-05,136.126322540412,12249.5201129897,0.827529765554256,0.830139174893229,174432.016988799,177883.207488458,2.14495856008822e-05,4.305199431895e-05,-1023.66669994941,13409.3131354795,0.827279928489887,0.830389011957598,174101.583855853,178213.640621404
"389","20160501_results","A2716","V",100,TRUE,"gompertz",FALSE,FALSE,100,6.09962807730955e-06,77745.434713322,0.627729167698488,77569.2540901353,9.94622526521979e-08,797.333803427059,0.00399178938961338,5.93601267169669e-06,6.26324348292242e-06,76433.8206066844,79057.0488199595,0.621162674152574,0.634295661244402,5.90468206211124e-06,6.29457409250786e-06,76182.6604586049,79308.208968039,0.619905260494846,0.635553074902131,1.57220950359799e-05,93751.6769113952,0.651387988950865,78211.6852332648,1.42129052390027e-05,86645.3537958856,0.650588380177927,77880.4588304447,1.78490211659405e-06,28510.3390878701,0.00226966767832582,536.960179259763,1.12767412572055e-05,1.71490692207999e-05,39745.8459963393,133544.861595432,0.646854776847081,0.654321983508773,76997.1593355624,78763.758325327,1.07144970904784e-05,1.77113133875271e-05,30765.0891836602,142525.618408111,0.646139831528408,0.655036928827446,76828.0168790956,78932.9007817938
"390","20160501_results","A2705","V",250,FALSE,"logistic",FALSE,FALSE,100,2.56656315705408e-07,-80529.7889584839,0.0216455801957064,5563.67713872648,7.09272757374847e-08,25224.299894951,9.8706237752353e-05,1.39980947117245e-07,3.7333168429357e-07,-122023.762285678,-39035.8156312895,0.0214832084346038,0.021807951956809,1.17638855259938e-07,3.95673776150878e-07,-129969.416752588,-31090.16116438,0.0214521159697118,0.021839044421701,1.87802677643519e-06,-9721.0716737528,0.0231117466524968,5564.29620578772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","20160501_results","A2705","V",250,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25317504571051e-06,-11175.4216143361,0.0178005622233502,4168.51681395834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","20160501_results","A2705","V",250,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3275254583202e-07,-19749.4955661989,0.0203758256777651,4474.74560934859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","20160501_results","A2735","V",250,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82900434513289e-06,-10496.5149929855,0.0280570010086305,5716.88917294125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","20160501_results","A2735","V",250,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18028814741102e-06,-7834.19219972777,0.0324757772607558,5978.72495414284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","20160501_results","A2735","V",250,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15503605679375e-06,-12326.3745911223,0.0470384559351281,9631.96424683986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","20160501_results","NEG","V",250,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","20160501_results","A2716","V",10,TRUE,"gompertz",FALSE,FALSE,100,1.07425036829712e-05,5815.92560674426,0.767462030743575,163261.995514729,3.27696058188114e-07,1160.55782698516,0.00390716630930706,1.02034436672518e-05,1.12815636986907e-05,3906.80798135367,7725.04323213485,0.761034742164765,0.773889319322385,1.01002194089225e-05,1.138478795702e-05,3541.23226585334,8090.61894763518,0.759803984777333,0.775120076709817,2.48701953012723e-05,17623.2281630145,0.834236934005757,162712.334635112,2.43064561899609e-05,13449.4787794596,0.833952584950383,162058.282639939,7.86900256827895e-07,10379.4338592758,0.0010163595143796,1174.18532583028,2.3012005267479e-05,2.56009071124428e-05,-3624.68991904913,30523.6474779684,0.832280673549229,0.835624496351538,160126.747778949,163989.81750093,2.27641316865782e-05,2.58487806933436e-05,-6894.21158472102,33793.1691436403,0.831960520302199,0.835944649598567,159756.879401312,164359.685878567
"398","20160501_results","A2716","V",150,TRUE,"gompertz",FALSE,FALSE,100,5.72886739056415e-06,67651.2397874009,0.634463698547909,82015.9233943441,9.18094657158904e-08,838.73312432608,0.0040972530772503,5.57784081946151e-06,5.87989396166679e-06,66271.5237978845,69030.9557769173,0.627723717235833,0.641203679859986,5.548920837761e-06,5.90881394336729e-06,66007.3228637218,69295.15671108,0.626433082516499,0.64249431457932,1.06288349688746e-05,78315.7596302733,0.671832542981594,82652.1069699763,1.03812462179859e-05,81403.0012483087,0.671802743281884,82260.2985590794,2.07396558439577e-06,51163.0628505512,0.00210888819939743,557.44728111877,6.96957283165486e-06,1.37929196043169e-05,-2760.23714084801,165566.239637465,0.668333622193875,0.675271864369892,81343.2977816391,83177.2993365198,6.31627367257019e-06,1.44462187634016e-05,-18876.6019387716,181682.604435389,0.667669322411065,0.675936164152703,81167.7018880867,83352.8952300722
"399","20160501_results","A2705","V",300,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72305050235833e-07,129716.938023355,0.0197296899285737,3654.1207382825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","20160501_results","A2705","V",300,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.40838638687848e-07,-19298.229529882,0.0230867363021454,4640.96183954115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","20160501_results","A2705","V",300,FALSE,"logistic",FALSE,FALSE,100,2.30465009701061e-07,-50390.5579662316,0.014905631569848,3810.22478551073,8.74834747399741e-08,22894.7934671379,0.000147252506240236,8.65546937538039e-08,3.74375325648319e-07,-88052.4932196735,-12728.6227127898,0.0146634011970828,0.0151478619426132,5.89973992107121e-08,4.0193262019141e-07,-95264.3531618219,-5516.76277064133,0.0146170166576171,0.0151942464820789,8.59345246668496e-07,27614.2089142724,0.0181579183657877,3810.23162438345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","20160501_results","A2735","V",300,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94421366604478e-06,-5632.70264052392,0.0361682245671065,4305.32399354251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","20160501_results","A2735","V",300,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51335556708181e-06,-3371.87813876839,0.0387989190765813,5440.40614920614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","20160501_results","A2735","V",300,FALSE,"logistic",FALSE,FALSE,100,-2.03778901035608e-07,220319.928037223,0.0389825647039839,4886.19075019453,4.25915045940528e-09,2023.88091669271,0.000693572247175893,-2.1078520354133e-07,-1.96772598529887e-07,216990.643929264,223649.212145183,0.0378416383573796,0.0401234910505883,-2.12126835936043e-07,-1.95430966135174e-07,216353.121440505,224286.734633941,0.0376231630995192,0.0403419663084487,5.38142637479077e-06,-3689.05760536224,0.0394463382933807,4949.90237973753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","20160501_results","NEG","V",300,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","20160501_results","A2716","V",50,TRUE,"gompertz",FALSE,FALSE,100,9.2446499514849e-06,49363.248339182,0.764069959003452,124516.343523689,1.02433458677776e-07,469.316472547449,0.00199823340388387,9.07614691195995e-06,9.41315299100984e-06,48591.2227418415,50135.2739365226,0.760782865054063,0.767357052952841,9.04388037247645e-06,9.44541953049334e-06,48443.388052989,50283.108625375,0.76015342153184,0.767986496475064,1.47532912573457e-05,57864.020528432,0.797858448232975,124869.80732611,1.4420738285318e-05,40899.938328643,0.797505047478214,124425.953164941,2.01258234778918e-07,21967.643441522,0.00115795874013563,887.497670114081,1.40896684891067e-05,1.47518080815294e-05,4763.16486733926,77036.7117899468,0.795600205350691,0.799409889605737,122966.019497604,125885.886832279,1.40262721451514e-05,1.48152044254847e-05,-2156.64281674019,83956.5194740262,0.795235448347548,0.79977464660888,122686.457731518,126165.448598365
"407","20160501_results","A2716","V",0,TRUE,"logistic",FALSE,FALSE,100,7.45445105652626e-06,-19888.6268786164,0.581875388546497,136652.578449982,3.89688732920002e-07,2523.0679545387,0.00328623709411729,6.81341309087285e-06,8.09548902217966e-06,-24039.0736638326,-15738.1800934002,0.576469528526674,0.58728124856632,6.69066114000305e-06,8.21824097304946e-06,-24833.8400695123,-14943.4136877206,0.575434363842027,0.588316413250967,2.82950362906669e-05,3429.0512953079,0.624480121879412,136410.981301069,2.79086768569789e-05,3637.02130828759,0.624789789497131,135962.497039902,5.79462587904078e-07,NA,0.00132969324001126,553.519754737678,2.69554608998766e-05,2.88618928140811e-05,NA,NA,0.622602444117313,0.62697713487695,135051.957043358,136873.037036445,2.67729301846869e-05,2.90444235292708e-05,NA,NA,0.622183590746709,0.627395988247554,134877.598320616,137047.395759188
"408","20160509_results","A2707","III",0,TRUE,"logistic",FALSE,FALSE,100,5.72896531367357e-05,6792.6380452804,0.522919223878955,130113.747726081,1.20878007941694e-05,1105.90241540253,0.00496389839514303,3.74052208303271e-05,7.71740854431443e-05,4973.42857194323,8611.84751861756,0.514753611018945,0.531084836738966,3.35975635801637e-05,8.09817426933077e-05,4625.06931109143,8960.20677946936,0.513189983024475,0.532648464733436,5.12101098345062e-05,6596.2338618601,0.734901505519599,130254.36152861,4.94122075029393e-05,2587.41975208573,0.734919798854509,129975.294372624,3.1131517351672e-06,1603.16860244452,0.00077905763258499,402.337134131877,4.42910728985893e-05,5.45333421072894e-05,-49.7925989355067,5224.63210310697,0.733638249048907,0.736201348660111,129313.449786977,130637.138958271,4.33104301020116e-05,5.5513984903867e-05,-554.790708705532,5729.630212877,0.733392845894642,0.736446751814376,129186.713589725,130763.875155522
